,name,Length Of Movie (minute),year,idbm_year,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating,director movie amount,writer1 movie amount,star1 movie amount,star2 movie amount,star3 movie amount,average rating genre,director rating avg,star1 rating avg,star2 rating avg,star3 rating avg,writer1 rating avg,Action,Drama,Comedy
4660,Abandon,99.0,2002,2002,Stephen Gaghan,1,Stephen Gaghan,,,Katie Holmes,Benjamin Bratt,Charlie Hunnam,Drama,Mystery,Romance,4.9,4,4,3,1,3,6.459,5.75,5.367,4.9,5.867,5.75,0.0,2.0,0.0
4661,About a Boy,101.0,2002,2002,Chris Weitz,1,Nick Hornby,Peter Hedges,Chris Weitz,Hugh Grant,Nicholas Hoult,Toni Collette,Comedy,Drama,Romance,7.1,6,4,10,1,4,6.016,6.217,6.19,7.1,7.025,7.3,0.0,0.0,2.0
4662,About Schmidt,125.0,2002,2002,Alexander Payne,1,Louis Begley,Alexander Payne,Jim Taylor,Jack Nicholson,Hope Davis,Dermot Mulroney,Comedy,Drama,,7.1,7,1,22,4,9,6.016,7.071,6.877,6.7,6.356,7.1,0.0,0.0,5.0
4663,Adaptation.,115.0,2002,2002,Spike Jonze,1,Susan Orlean,Charlie Kaufman,,Nicolas Cage,Meryl Streep,Chris Cooper,Comedy,Drama,,7.7,4,2,38,15,5,6.016,7.525,6.226,6.973,7.18,6.7,0.0,0.0,2.0
4664,The Adventures of Pluto Nash,95.0,2002,2002,Ron Underwood,1,Neil Cuthbert,,,Eddie Murphy,Jay Mohr,Randy Quaid,Action,Comedy,Sci-Fi,3.8,5,3,25,4,6,6.077,6.08,5.772,5.425,5.783,4.867,2.0,0.0,0.0
4665,All About the Benjamins,95.0,2002,2002,Kevin Bray,1,Ronald Lang,Ice Cube,,Ice Cube,Mike Epps,Tommy Flanagan,Action,Comedy,Crime,5.9,2,1,17,5,1,6.077,6.1,5.529,5.76,5.9,5.9,2.0,0.0,0.0
4666,Analyze That,96.0,2002,2002,Harold Ramis,1,Kenneth Lonergan,Peter Tolan,Peter Steinfeld,Robert De Niro,Billy Crystal,Lisa Kudrow,Comedy,Crime,,5.9,11,3,41,5,6,6.016,6.264,6.8,6.22,5.983,6.7,0.0,0.0,10.0
4667,Antwone Fisher,1.0,2002,2002,Denzel Washington,1,Antwone Fisher,,,Denzel Washington,Derek Luke,Joy Bryant,Biography,Drama,,7.3,2,1,34,4,3,6.939,7.4,6.906,6.425,7.033,7.3,0.0,0.0,0.0
4668,Austin Powers in Goldmember,94.0,2002,2002,Jay Roach,1,Mike Myers,Michael McCullers,,Mike Myers,Beyoncé,Seth Green,Action,Adventure,Comedy,6.2,9,6,13,4,2,6.077,6.511,6.308,6.35,5.75,6.133,2.0,0.0,0.0
4669,Auto Focus,105.0,2002,2002,Paul Schrader,1,Robert Graysmith,Michael Gerbosi,,Greg Kinnear,Willem Dafoe,Maria Bello,Biography,Crime,Drama,6.6,10,1,6,11,6,6.939,6.24,6.083,6.582,5.95,6.6,0.0,0.0,0.0
4670,Avenging Angelo,97.0,2002,2002,Martyn Burke,1,William Porter,Steve Mackall,,Sylvester Stallone,Madeleine Stowe,Anthony Quinn,Action,Comedy,Crime,5.2,1,1,31,7,2,6.077,5.2,6.2,6.657,5.95,5.2,1.0,0.0,0.0
4671,Ballistic: Ecks vs. Sever,91.0,2002,2002,Wych Kaosayananda,1,Alan B. McElroy,,,Antonio Banderas,Lucy Liu,Talisa Soto,Action,Crime,Mystery,3.7,1,3,11,3,2,6.077,3.7,6.2,4.4,5.0,5.233,1.0,0.0,0.0
4672,The Banger Sisters,98.0,2002,2002,Bob Dolman,1,Bob Dolman,,,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Comedy,Drama,,5.7,2,3,8,8,5,6.016,5.55,6.338,5.788,6.66,5.9,0.0,0.0,2.0
4673,Barbershop,102.0,2002,2002,Tim Story,1,Mark Brown,Don D. Scott,Marshall Todd,Ice Cube,Cedric the Entertainer,Eve,Comedy,Drama,,6.3,7,4,17,3,2,6.016,6.1,5.529,5.567,6.0,5.9,0.0,0.0,3.0
4674,Below,105.0,2002,2002,David Twohy,1,Lucas Sussman,Darren Aronofsky,David Twohy,Bruce Greenwood,David Crow,Matthew Davis,Action,Horror,Mystery,6.2,5,1,1,1,2,6.077,6.54,6.2,6.2,5.95,6.2,3.0,0.0,0.0
4675,Better Luck Tomorrow,101.0,2002,2002,Justin Lin,1,Ernesto Foronda,Justin Lin,Fabian Marquez,Parry Shen,Jason Tobin,Sung Kang,Crime,Drama,Romance,7.0,6,1,2,1,1,6.499,6.7,6.25,7.0,7.0,7.0,0.0,0.0,0.0
4676,Big Fat Liar,88.0,2002,2002,Shawn Levy,1,Dan Schneider,Brian Robbins,,Frankie Muniz,Amanda Bynes,Paul Giamatti,Adventure,Comedy,Family,5.5,9,2,6,2,6,6.206,6.244,5.183,6.25,6.2,5.6,0.0,0.0,0.0
4677,Big Trouble,85.0,2002,2002,Barry Sonnenfeld,1,Dave Barry,Robert Ramsey,Matthew Stone,Tim Allen,Rene Russo,Stanley Tucci,Comedy,Crime,Thriller,6.5,10,1,13,6,4,6.016,6.24,5.6,6.567,5.425,6.5,0.0,0.0,5.0
4678,Blade II,117.0,2002,2002,Guillermo del Toro,1,Marv Wolfman,Gene Colan,David S. Goyer,Wesley Snipes,Kris Kristofferson,Ron Perlman,Action,Horror,Sci-Fi,6.7,6,1,14,7,2,6.077,6.733,6.0,6.343,6.0,6.7,3.0,0.0,0.0
4679,Blood Work,110.0,2002,2002,Clint Eastwood,1,Michael Connelly,Brian Helgeland,,Clint Eastwood,Jeff Daniels,Anjelica Huston,Action,Crime,Drama,6.4,34,1,34,13,7,6.077,6.956,6.788,6.446,6.129,6.4,11.0,0.0,0.0
4680,Blue Crush,104.0,2002,2002,John Stockwell,1,Susan Orlean,Lizzy Weiss,John Stockwell,Kate Bosworth,Michelle Rodriguez,Matthew Davis,Drama,Romance,Sport,5.7,6,2,3,4,2,6.459,5.667,5.667,6.2,5.95,6.7,0.0,2.0,0.0
4681,The Bourne Identity,119.0,2002,2002,Doug Liman,1,Tony Gilroy,W. Blake Herron,Robert Ludlum,Franka Potente,Matt Damon,Chris Cooper,Action,Mystery,Thriller,7.9,9,8,1,11,5,6.077,7.033,7.9,7.464,7.18,6.95,6.0,0.0,0.0
4682,Bowling for Columbine,1.0,2002,2002,Michael Moore,1,Michael Moore,,,Michael Moore,Charlton Heston,Marilyn Manson,Documentary,Crime,Drama,7.9,8,8,6,2,1,7.093,7.262,7.533,5.95,7.9,7.262,0.0,0.0,0.0
4683,Brown Sugar,109.0,2002,2002,Rick Famuyiwa,1,Michael Elliot,Rick Famuyiwa,,Taye Diggs,Sanaa Lathan,Yasiin Bey,Comedy,Drama,Music,6.6,4,3,4,1,2,6.016,6.475,6.4,6.6,5.85,5.933,0.0,0.0,3.0
4684,Bubba Ho-tep,92.0,2002,2002,Don Coscarelli,1,Joe R. Lansdale,Don Coscarelli,,Bruce Campbell,Ossie Davis,Bob Ivy,Comedy,Fantasy,Horror,7.0,6,1,2,3,1,6.016,6.35,7.35,7.167,7.0,7.0,0.0,0.0,1.0
4685,The Burial Society,94.0,2002,2002,Nicholas Racz,1,Nicholas Racz,,,Rob LaBelle,Jan Rubes,Allan Rich,Thriller,,,6.0,1,1,1,1,1,5.189,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0
4686,Buying the Cow,88.0,2002,2002,Walt Becker,1,Walt Becker,Peter W. Nelson,,Jerry O'Connell,Bill Bellamy,Bridgette Wilson-Sampras,Comedy,Romance,,5.8,4,1,2,1,3,6.016,5.825,5.65,5.8,5.867,5.8,0.0,0.0,3.0
4687,Cabin Fever,93.0,2002,2002,Eli Roth,1,Eli Roth,Randy Pearlstein,,Jordan Ladd,Rider Strong,James DeBello,Horror,,,5.6,5,3,1,1,2,5.441,5.68,5.6,5.6,6.25,5.333,0.0,0.0,0.0
4688,Catch Me If You Can,141.0,2002,2002,Steven Spielberg,1,Jeff Nathanson,Frank Abagnale Jr.,Stan Redding,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Biography,Crime,Drama,8.1,28,5,21,6,4,6.939,7.382,7.462,6.833,6.525,6.88,0.0,0.0,0.0
4689,Changing Lanes,98.0,2002,2002,Roger Michell,1,Chap Taylor,Michael Tolkin,,Ben Affleck,Samuel L. Jackson,Kim Staunton,Drama,Thriller,,6.5,5,1,19,25,1,6.459,6.4,6.563,6.628,6.5,6.5,0.0,2.0,0.0
4690,Chicago,113.0,2002,2002,Rob Marshall,1,Bill Condon,Bob Fosse,Fred Ebb,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Comedy,Crime,Musical,7.2,5,2,9,5,3,6.016,6.74,6.1,6.38,5.767,6.35,0.0,0.0,1.0
4691,City by the Sea,108.0,2002,2002,Michael Caton-Jones,1,Mike McAlary,Ken Hixon,,Robert De Niro,James Franco,Frances McDormand,Crime,Drama,Mystery,6.1,7,1,41,4,6,6.499,6.329,6.8,6.45,6.9,6.1,0.0,0.0,0.0
4692,City of Ghosts,116.0,2002,2002,Matt Dillon,1,Matt Dillon,Barry Gifford,,Matt Dillon,James Caan,Natascha McElhone,Crime,Drama,Thriller,6.0,1,1,11,7,3,6.499,6.0,6.427,6.471,6.267,6.0,0.0,0.0,0.0
4693,Civil Brand,95.0,2002,2002,Neema Barnette,0,Preston A. Whitmore II,Joyce Renee Lewis,,LisaRaye McCoy,N'Bushe Wright,Yasiin Bey,Drama,Thriller,Crime,5.1,1,3,2,2,2,6.459,5.1,5.5,5.0,5.85,5.633,0.0,1.0,0.0
4694,Clockstoppers,94.0,2002,2002,Jonathan Frakes,1,Rob Hedden,Andy Hedden,J. David Stem,Jesse Bradford,French Stewart,Paula Garcés,Action,Adventure,Comedy,5.2,4,2,3,1,1,6.077,5.875,5.567,5.2,5.2,4.9,4.0,0.0,0.0
4695,Collateral Damage,108.0,2002,2002,Andrew Davis,1,Ronald Roose,David Griffiths,Peter Griffiths,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,Action,Drama,Thriller,5.5,7,1,25,7,1,6.077,6.414,6.352,6.529,5.5,5.5,6.0,0.0,0.0
4696,The Crocodile Hunter: Collision Course,90.0,2002,2002,John Stainton,1,John Stainton,Holly Goldberg Sloan,,Steve Irwin,Terri Irwin,Magda Szubanski,Action,Adventure,Comedy,5.4,1,1,1,1,1,6.077,5.4,5.4,5.4,5.4,5.4,1.0,0.0,0.0
4697,Confessions of a Dangerous Mind,113.0,2002,2002,George Clooney,1,Chuck Barris,Charlie Kaufman,,Sam Rockwell,Drew Barrymore,George Clooney,Biography,Comedy,Crime,7.0,7,2,8,11,2,6.939,6.414,6.675,6.564,7.0,5.7,0.0,0.0,0.0
4698,The Count of Monte Cristo,131.0,2002,2002,Kevin Reynolds,1,Alexandre Dumas,Jay Wolpert,,Jim Caviezel,Guy Pearce,Christopher Adamson,Action,Adventure,Drama,7.7,8,3,7,3,1,6.077,6.712,7.071,6.967,7.7,6.333,6.0,0.0,0.0
4699,The Country Bears,88.0,2002,2002,Peter Hastings,1,Mark Perez,,,Haley Joel Osment,Diedrich Bader,Candy Ford,Comedy,Family,Music,4.2,1,2,2,2,1,6.016,4.2,5.7,4.55,4.2,5.55,0.0,0.0,1.0
4700,Crazy as Hell,113.0,2002,2002,Eriq La Salle,1,Jeremy Leven,Erik Jendresen,,Michael Beach,Ronny Cox,Sinbad,Drama,Thriller,,5.9,1,5,1,3,2,6.459,5.9,5.9,6.333,5.8,6.56,0.0,1.0,0.0
4701,The Dancer Upstairs,132.0,2002,2002,John Malkovich,1,Nicholas Shakespeare,,,Javier Bardem,Laura Morante,Juan Diego Botto,Crime,Drama,Thriller,6.9,1,1,5,1,1,6.499,6.9,6.64,6.9,6.9,6.9,0.0,0.0,0.0
4702,The Dangerous Lives of Altar Boys,104.0,2002,2002,Peter Care,1,Chris Fuhrman,Jeff Stockwell,Michael Petroni,Kieran Culkin,Jena Malone,Emile Hirsch,Comedy,Drama,,7.0,1,1,3,3,2,6.016,7.0,7.067,6.967,7.25,7.0,0.0,0.0,1.0
4703,Darkness,88.0,2002,2002,Jaume Balagueró,1,Jaume Balagueró,Fernando de Felipe,Miguel Tejada-Flores,Anna Paquin,Lena Olin,Iain Glen,Horror,,,5.4,1,1,1,3,3,5.441,5.4,5.4,6.033,5.867,5.4,0.0,0.0,0.0
4704,Death to Smoochy,109.0,2002,2002,Danny DeVito,1,Adam Resnick,,,Robin Williams,Edward Norton,Catherine Keener,Comedy,Crime,Drama,6.3,6,2,27,6,12,6.016,6.467,6.37,7.133,6.808,5.65,0.0,0.0,5.0
4705,Demon Island,85.0,2002,2002,David Hillenbrand,1,David Hillenbrand,Scott Hillenbrand,,Nicholas Brendon,Jaime Pressly,Eugene Byrd,Horror,Thriller,,2.4,2,1,1,4,2,5.441,3.15,2.4,4.025,3.55,2.4,0.0,0.0,0.0
4706,Deuces Wild,96.0,2002,2002,Scott Kalvert,1,Paul Kimatian,Christopher Gambale,,Stephen Dorff,Brad Renfro,Fairuza Balk,Action,Drama,,5.6,2,1,7,5,3,6.077,6.45,5.7,6.36,6.267,5.6,1.0,0.0,0.0
4707,Divine Secrets of the Ya-Ya Sisterhood,116.0,2002,2002,Callie Khouri,0,Rebecca Wells,Mark Andrus,Callie Khouri,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,Drama,,,6.1,2,1,21,9,3,6.459,6.0,6.11,6.556,7.033,6.1,0.0,1.0,0.0
4708,Dragonfly,104.0,2002,2002,Tom Shadyac,1,Brandon Camp,Mike Thompson,David Seltzer,Kevin Costner,Susanna Thompson,Joe Morton,Drama,Fantasy,Mystery,6.1,8,2,25,1,2,6.459,6.412,6.876,6.1,5.75,5.9,0.0,1.0,0.0
4709,Drumline,118.0,2002,2002,Charles Stone III,1,Shawn Schepps,Tina Gordon,,Nick Cannon,Zoe Saldana,Orlando Jones,Comedy,Drama,Romance,5.9,4,1,1,6,3,6.016,6.1,5.9,7.083,5.2,5.9,0.0,0.0,3.0
4710,Easy Listening,85.0,2002,2002,Pamela Corkey,1,Pamela Corkey,,,David Ian,Traci L. Crouch,Timothy Crowe,Comedy,Drama,Music,6.8,1,1,1,1,1,6.016,6.8,6.8,6.8,6.8,6.8,0.0,0.0,1.0
4711,Eight Crazy Nights,76.0,2002,2002,Seth Kearsley,1,Brooks Arthur,Allen Covert,Brad Isaacs,Adam Sandler,Rob Schneider,Jackie Sandler,Animation,Comedy,Musical,5.3,1,1,32,2,1,6.623,5.3,6.025,5.1,5.3,5.3,0.0,0.0,0.0
4712,Eight Legged Freaks,99.0,2002,2002,Ellory Elkayem,1,Ellory Elkayem,Randy Kornfield,Jesse Alexander,David Arquette,Kari Wuhrer,Scott Terra,Action,Adventure,Comedy,5.4,1,1,8,1,2,6.077,5.4,5.9,5.4,5.9,5.4,1.0,0.0,0.0
4713,The Emperor's Club,109.0,2002,2002,Michael Hoffman,1,Ethan Canin,Neil Tolkin,,Kevin Kline,Emile Hirsch,Joel Gretsch,Drama,,,6.9,7,1,12,4,1,6.459,6.543,6.533,6.625,6.9,6.9,0.0,1.0,0.0
4714,Enough,115.0,2002,2002,Michael Apted,1,Nicholas Kazan,,,Jennifer Lopez,Billy Campbell,Tessa Allen,Crime,Drama,Thriller,5.8,13,2,11,2,1,6.499,6.492,5.809,5.2,5.8,6.4,0.0,0.0,0.0
4715,Equilibrium,107.0,2002,2002,Kurt Wimmer,1,Kurt Wimmer,,,Christian Bale,Sean Bean,Emily Watson,Action,Drama,Sci-Fi,7.4,2,4,17,4,6,6.077,5.9,7.447,6.95,7.067,6.4,2.0,0.0,0.0
4716,Evelyn,94.0,2002,2002,Bruce Beresford,1,Paul Pender,,,Pierce Brosnan,Julianna Margulies,Aidan Quinn,Drama,,,7.0,11,1,12,3,5,6.459,6.418,6.333,6.3,6.86,7.0,0.0,7.0,0.0
4717,Far from Heaven,107.0,2002,2002,Todd Haynes,1,Todd Haynes,,,Julianne Moore,Dennis Quaid,Dennis Haysbert,Drama,Romance,,7.4,6,2,8,17,2,6.459,7.2,6.475,6.494,6.05,7.15,0.0,2.0,0.0
4718,FeardotCom,101.0,2002,2002,William Malone,1,Moshe Diamant,Josephine Coyle,Holly Payberg-Torroija,Stephen Dorff,Natascha McElhone,Stephen Rea,Crime,Horror,Thriller,3.4,3,2,7,4,2,6.499,4.467,5.7,5.675,5.15,3.0,0.0,0.0,0.0
4719,The First $20 Million Is Always the Hardest,105.0,2002,2002,Mick Jackson,1,Po Bronson,Jon Favreau,Gary Tieche,Adam Garcia,Rosario Dawson,Jake Busey,Comedy,,,5.6,4,1,1,5,3,6.016,6.025,5.6,6.34,5.6,5.6,0.0,0.0,2.0
4720,Frida,123.0,2002,2002,Julie Taymor,0,Hayden Herrera,Clancy Sigal,Diane Lake,Salma Hayek,Alfred Molina,Geoffrey Rush,Biography,Drama,Romance,7.4,5,1,2,3,5,6.939,6.58,6.7,6.833,6.66,7.4,0.0,0.0,0.0
4721,Friday After Next,85.0,2002,2002,Marcus Raboy,1,Ice Cube,DJ Pooh,,Ice Cube,Mike Epps,John Witherspoon,Comedy,Drama,,5.8,2,5,17,5,1,6.016,5.45,5.529,5.76,5.8,6.06,0.0,0.0,2.0
4722,The Four Feathers,132.0,2002,2002,Shekhar Kapur,1,A.E.W. Mason,Michael Schiffer,Hossein Amini,Heath Ledger,Wes Bentley,Kate Hudson,Action,Adventure,Drama,6.5,2,1,5,3,4,6.077,6.65,6.88,5.433,6.95,6.5,1.0,0.0,0.0
4723,Full Frontal,101.0,2002,2002,Steven Soderbergh,1,Coleman Hough,,,Julia Roberts,David Hyde Pierce,David Duchovny,Comedy,Romance,,4.7,24,1,15,2,2,6.016,6.625,6.1,5.65,5.5,4.7,0.0,0.0,7.0
4724,Gangs of New York,167.0,2002,2002,Martin Scorsese,1,Jay Cocks,Steven Zaillian,Kenneth Lonergan,Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis,Crime,Drama,,7.5,24,2,21,10,1,6.499,7.567,7.462,6.57,7.5,7.05,0.0,0.0,0.0
4725,Ghost Ship,91.0,2002,2002,Steve Beck,1,Mark Hanlon,John Pogue,,Julianna Margulies,Gabriel Byrne,Ron Eldard,Horror,,,5.5,2,1,1,9,1,5.441,5.55,5.5,6.256,5.5,5.5,0.0,0.0,0.0
4726,The Good Girl,93.0,2002,2002,Miguel Arteta,1,Mike White,,,Jennifer Aniston,Jake Gyllenhaal,Deborah Rush,Drama,Romance,,6.4,6,5,11,6,1,6.459,6.017,5.873,6.817,6.4,6.42,0.0,1.0,0.0
4727,The Guru,94.0,2002,2002,Daisy von Scherler Mayer,0,Tracey Jackson,,,Jimi Mistry,Heather Graham,Marisa Tomei,Comedy,Music,Romance,5.4,4,2,1,7,6,6.016,5.05,5.4,5.971,6.25,5.65,0.0,0.0,4.0
4728,The Guys,84.0,2002,2002,Jim Simpson,1,Anne Nelson,Jim Simpson,,Sigourney Weaver,Anthony LaPaglia,Irene Walsh,Drama,,,6.4,1,2,14,2,1,6.459,6.4,6.693,6.3,6.4,5.85,0.0,1.0,0.0
4729,Half Past Dead,98.0,2002,2002,Don Michael Paul,1,Don Michael Paul,,,Morris Chestnut,Steven Seagal,Matt Battaglia,Action,Crime,Thriller,4.7,2,3,5,1,1,6.077,3.45,5.42,4.7,4.7,4.333,1.0,0.0,0.0
4730,Halloween: Resurrection,94.0,2002,2002,Rick Rosenthal,1,Debra Hill,John Carpenter,Larry Brand,Jamie Lee Curtis,Busta Rhymes,Brad Loree,Horror,Thriller,,4.0,3,3,7,1,1,5.441,5.133,5.557,4.0,4.0,4.867,0.0,0.0,0.0
4731,Harry Potter and the Chamber of Secrets,161.0,2002,2002,Chris Columbus,1,J.K. Rowling,Steve Kloves,,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure,Family,Fantasy,7.4,16,6,12,2,2,6.206,6.512,7.458,7.5,6.5,7.433,0.0,0.0,0.0
4732,Hart's War,125.0,2002,2002,Gregory Hoblit,1,John Katzenbach,Billy Ray,Terry George,Bruce Willis,Colin Farrell,Terrence Howard,Drama,War,,6.3,6,3,33,4,4,6.459,6.95,6.358,6.75,6.525,6.267,0.0,1.0,0.0
4733,Hey Arnold!: The Movie,76.0,2002,2002,Tuck Tucker,1,Craig Bartlett,Steve Viksten,,Spencer Klein,Francesca Marie Smith,Jamil Walker Smith,Animation,Adventure,Comedy,6.0,1,1,1,1,1,6.623,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0
4734,High Crimes,115.0,2002,2002,Carl Franklin,1,Joseph Finder,Yuri Zeltser,Grace Cary Bickley,Jim Caviezel,Morgan Freeman,Ashley Judd,Crime,Drama,Mystery,6.4,5,1,7,10,3,6.499,6.06,7.071,6.56,6.7,6.4,0.0,0.0,0.0
4735,Hollywood Ending,112.0,2002,2002,Woody Allen,1,Woody Allen,,,Woody Allen,Téa Leoni,Bob Dorian,Comedy,Romance,,6.6,39,38,23,5,1,6.016,7.054,6.917,6.38,6.6,7.092,0.0,0.0,35.0
4736,Home Room,133.0,2002,2002,Paul F. Ryan,1,Paul F. Ryan,,,Busy Philipps,Erika Christensen,Victor Garber,Crime,Drama,,7.2,1,1,1,4,1,6.499,7.2,7.2,6.1,7.2,7.2,0.0,0.0,0.0
4737,The Hot Chick,104.0,2002,2002,Tom Brady,1,Tom Brady,Rob Schneider,,Rob Schneider,Rachel McAdams,Anna Faris,Comedy,Fantasy,,5.5,3,1,3,10,5,6.016,4.333,5.3,6.82,4.94,5.5,0.0,0.0,3.0
4738,The Hours,110.0,2002,2002,Stephen Daldry,1,Michael Cunningham,David Hare,,Meryl Streep,Nicole Kidman,Julianne Moore,Drama,Romance,,7.5,3,2,27,13,9,6.459,7.333,6.63,6.623,6.967,7.1,0.0,2.0,0.0
4739,Ice Age,81.0,2002,2002,Chris Wedge,1,Michael J. Wilson,Michael Berg,Peter Ackerman,Denis Leary,John Leguizamo,Ray Romano,Animation,Adventure,Comedy,7.5,3,4,3,7,1,6.623,6.867,7.033,6.529,7.5,6.3,0.0,0.0,0.0
4740,Igby Goes Down,98.0,2002,2002,Burr Steers,1,Burr Steers,,,Kieran Culkin,Susan Sarandon,Jeff Goldblum,Comedy,Drama,,6.9,3,1,3,14,7,6.016,6.567,7.067,6.307,6.929,6.9,0.0,0.0,2.0
4741,Interstate 60,116.0,2002,2002,Bob Gale,1,Bob Gale,,,James Marsden,Gary Oldman,Kurt Russell,Adventure,Comedy,Drama,7.7,1,1,3,11,2,6.206,7.7,6.4,6.682,6.9,7.7,0.0,0.0,0.0
4742,Insomnia,118.0,2002,2002,Christopher Nolan,1,Hillary Seitz,Nikolaj Frobenius,Erik Skjoldbjærg,Al Pacino,Robin Williams,Hilary Swank,Drama,Mystery,Thriller,7.2,12,1,25,7,1,6.459,8.158,7.228,6.743,7.2,7.2,0.0,2.0,0.0
4743,Jackass: The Movie,87.0,2002,2002,Jeff Tremaine,1,Jeff Tremaine,Spike Jonze,Johnny Knoxville,Johnny Knoxville,Bam Margera,Chris Pontius,Documentary,Action,Comedy,6.6,5,3,6,1,4,7.093,6.82,6.333,6.6,6.25,6.867,0.0,0.0,0.0
4744,John Q,116.0,2002,2002,Nick Cassavetes,1,James Kearns,,,Denzel Washington,Robert Duvall,Gabriela Oltean,Crime,Drama,Thriller,7.1,6,1,34,13,1,6.499,6.767,6.906,6.385,7.1,7.1,0.0,0.0,0.0
4745,Jonah: A VeggieTales Movie,82.0,2002,2002,Mike Nawrocki,1,Phil Vischer,Mike Nawrocki,Tim Hodge,Phil Vischer,Mike Nawrocki,Tim Hodge,Animation,Adventure,Comedy,6.5,2,2,1,2,1,6.623,6.1,6.5,6.1,6.5,6.1,0.0,0.0,0.0
4746,Juwanna Mann,91.0,2002,2002,Jesse Vaughan,1,Bradley Allenstein,,,Miguel A. Núñez Jr.,Christopher Simmons,Vivica A. Fox,Comedy,Drama,Romance,4.7,1,1,1,1,5,6.016,4.7,4.7,4.7,5.28,4.7,0.0,0.0,1.0
4747,K-19: The Widowmaker,138.0,2002,2002,Kathryn Bigelow,0,Louis Nowra,Christopher Kyle,,Harrison Ford,Sam Spruell,Peter Stebbings,Drama,History,Thriller,6.7,7,1,24,1,1,6.459,6.943,6.829,6.7,6.7,6.7,0.0,2.0,0.0
4748,The Kid Stays in the Picture,93.0,2002,2002,Nanette Burstein,0,Robert Evans,Brett Morgen,,Robert Evans,Eddie Albert,Peter Bart,Documentary,Biography,,7.4,2,1,1,4,1,7.093,6.85,7.4,5.625,7.4,7.4,0.0,0.0,0.0
4749,Killing Me Softly,100.0,2002,2002,Kaige Chen,1,Sean French,Kara Lindstrom,,Heather Graham,Joseph Fiennes,Natascha McElhone,Drama,Mystery,Romance,5.5,1,1,1,4,3,6.459,5.5,5.5,6.125,6.267,5.5,0.0,1.0,0.0
4750,Kiss the Bride,89.0,2002,2002,Vanessa Parise,1,Vanessa Parise,,,Amanda Detmer,Sean Patrick Flanery,Brooke Langton,Comedy,Drama,Romance,5.3,1,1,1,4,2,6.016,5.3,5.3,6.225,5.95,5.3,0.0,0.0,1.0
4751,Kung Pow! Enter the Fist,81.0,2002,2002,Steve Oedekerk,1,Steve Oedekerk,,,Steve Oedekerk,Fei Lung,Leo Lee,Action,Comedy,,6.2,4,4,1,1,1,6.077,6.225,6.2,6.2,6.2,5.975,2.0,0.0,0.0
4752,Laurel Canyon,103.0,2002,2002,Lisa Cholodenko,0,Lisa Cholodenko,,,Frances McDormand,Alessandro Nivola,Christian Bale,Drama,,,6.4,3,3,4,3,2,6.459,6.667,6.9,6.167,6.55,6.667,0.0,2.0,0.0
4753,Life or Something Like It,103.0,2002,2002,Stephen Herek,1,John Scott Shepherd,Dana Stevens,,Angelina Jolie,Edward Burns,Tony Shalhoub,Comedy,Romance,,5.8,10,2,10,4,1,6.016,6.14,6.58,6.0,5.8,5.65,0.0,0.0,6.0
4754,Like Mike,99.0,2002,2002,John Schultz,1,Michael Elliot,Jordan Moffet,,Shad Moss,Jonathan Lipnicki,Morris Chestnut,Comedy,Family,Fantasy,5.3,3,3,3,1,4,6.016,5.033,5.533,5.3,5.85,5.933,0.0,0.0,2.0
4755,Lilo & Stitch,85.0,2002,2002,Dean DeBlois,1,Chris Sanders,Dean DeBlois,,Daveigh Chase,Chris Sanders,Tia Carrere,Animation,Adventure,Comedy,7.3,4,2,1,1,1,6.623,7.675,7.3,7.3,7.3,7.25,0.0,0.0,0.0
4756,The Lord of the Rings: The Two Towers,179.0,2002,2002,Peter Jackson,1,J.R.R. Tolkien,Fran Walsh,Philippa Boyens,Elijah Wood,Ian McKellen,Viggo Mortensen,Action,Adventure,Drama,8.7,10,3,9,7,5,6.077,7.76,7.033,7.657,6.68,8.8,5.0,0.0,0.0
4757,Maid in Manhattan,105.0,2002,2002,Wayne Wang,1,John Hughes,Kevin Wade,,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,Comedy,Drama,Romance,5.3,12,24,11,5,4,6.016,6.4,5.809,7.16,6.275,6.575,0.0,0.0,7.0
4758,The Master of Disguise,80.0,2002,2002,Perry Andelin Blake,1,Dana Carvey,Harris Goldberg,,Dana Carvey,Jennifer Esposito,Harold Gould,Adventure,Comedy,Family,3.4,1,1,2,1,1,6.206,3.4,4.75,3.4,3.4,3.4,0.0,0.0,0.0
4759,Men in Black II,88.0,2002,2002,Barry Sonnenfeld,1,Lowell Cunningham,Robert Gordon,Barry Fanaro,Tommy Lee Jones,Will Smith,Rip Torn,Action,Adventure,Comedy,6.2,10,2,11,2,7,6.077,6.24,6.445,6.75,6.1,6.75,4.0,0.0,0.0
