,rating actual,rating predicted
2329,6.1,5.811411020903258
1999,7.2,7.396145934619779
6921,6.6,6.942445723138193
602,4.7,4.4812533031822825
5230,7.2,7.213202327819382
7793,6.0,5.89903019935285
6955,7.0,6.999637633759142
6974,4.8,5.353639963676341
2083,7.8,7.932312793190175
6792,6.1,6.1815699389235474
5386,6.5,6.164456236751201
6773,4.5,4.350603452796835
1146,5.3,5.581238505436685
3068,6.7,6.29537947843376
741,5.5,5.536122442687513
5345,4.8,5.502291666386696
7493,5.3,5.403105715879583
1017,5.8,5.681147107418533
7089,6.4,6.470640499811721
661,6.7,6.996204528509193
4330,6.9,6.867975816657554
321,5.4,5.224695725117322
6671,6.2,6.346229954743386
7653,5.5,6.9131539107118725
5778,6.4,6.373140534059149
2054,6.1,5.723510916163559
1950,6.8,6.5928613260794995
2686,6.2,6.1778149951253205
4402,7.0,6.798255235452596
3354,7.3,7.242822779415337
6880,6.3,6.306526601924581
4725,5.5,5.437102706423302
3332,5.6,5.586792551906143
3922,4.7,4.704190331694751
5151,6.2,6.222051981594351
194,7.0,7.147918805501173
1478,4.7,5.584859010309769
5087,6.6,7.086488800563527
2719,6.8,7.121354662202688
3685,5.4,4.515625129504806
6294,6.6,6.375133765431385
6787,5.4,5.249950325177897
6042,5.6,6.0733285704740005
5942,5.3,5.516216431320038
1066,6.1,5.951893911344459
5879,7.8,7.742632185243342
6696,5.7,6.331490892437621
5857,6.9,7.060217923937892
5346,6.5,6.769578822976096
5166,6.3,6.492551038761472
3560,6.2,6.2693787453816885
4448,6.5,6.458916971824958
3982,7.1,6.256053647754895
6721,7.9,7.3253284245717145
6071,6.5,6.38795498311623
2021,5.5,5.561667930497181
2939,5.8,5.8954853353309336
7430,5.5,5.522135284311174
2514,5.5,5.506107776654131
4362,3.6,3.7717983841715386
1069,8.0,7.548589701418231
184,3.7,3.143290715767338
4944,6.8,6.379142991298315
7228,5.5,5.334403581887766
2785,6.6,6.5571709354046925
7857,5.7,5.57472884242157
5235,5.9,6.062919226922897
5182,7.8,7.7516158947441065
2382,3.9,3.398847721697619
5552,7.4,6.90794488627865
5735,7.8,7.533778707405744
1760,5.9,5.934032583174288
7009,6.9,6.92065362447966
6547,6.5,6.384229774024534
6325,6.0,6.321082546558252
6288,5.7,6.245971331111656
4025,6.5,6.7217040494844875
376,4.8,4.626780122548535
1759,5.7,5.782050726326254
623,6.5,6.3957861145477315
5897,7.6,6.940929331780773
2242,6.0,5.949285580173042
1097,6.1,6.436629353327297
2296,7.3,7.181413973367959
6028,5.5,5.768350436690602
3067,6.5,6.535416186914927
4485,6.4,6.230827043276963
3227,5.6,5.7572883462317
5139,6.5,6.489749680740814
7556,6.2,6.710708443217263
3305,4.8,4.820234758422316
4352,6.5,6.317602465615807
7305,3.9,4.648047770581199
749,4.6,4.174841768484027
2704,7.6,6.904853667975165
600,6.3,6.161815027916084
2810,5.3,5.238924359271446
1321,7.7,6.854778803939072
147,8.0,8.414913546936823
1808,7.0,7.445887155565571
6508,8.4,7.8952585217688975
6242,5.9,5.757009169527459
7344,7.9,7.708308499622675
6125,8.0,7.460911461214089
2381,6.8,6.76015027307809
7972,6.2,6.089617437269852
6731,4.2,3.741645302042622
5321,6.4,6.807333432337562
3441,6.0,6.21971029565796
4247,6.1,6.085080002787412
6106,5.6,5.593511744782135
7334,6.0,6.093171559015566
7293,4.3,4.947759603077656
4072,3.3,3.7966428593898875
412,7.5,7.016804487244074
1137,5.9,5.951330521842327
300,6.4,6.369569858011189
6079,4.6,4.225450715114818
1552,5.2,4.9649256775443575
2859,7.5,7.3088881238542
7931,6.6,6.762670100835414
3480,6.8,6.414520634833274
4955,6.5,6.675957313448747
7796,6.1,6.10984509510762
1120,7.4,7.208806057634111
7014,6.6,6.895505584812303
5003,7.8,7.214330507581372
1669,6.2,6.220922846260601
1331,6.3,6.330862943846643
7910,6.5,6.531087258251152
2576,7.4,7.096752947308821
3859,7.0,6.663599479572803
4368,6.4,6.594034963945174
6468,5.2,5.216211327885768
174,6.1,6.2327507015249255
6267,6.7,6.6545851744735485
5063,6.0,6.357144368671372
2796,8.5,7.5242702209107515
4755,7.3,7.581891522501205
4780,7.3,7.358100906431228
942,7.0,6.013091661214482
2994,5.8,5.5497737662554805
3442,5.2,5.281819626253468
5575,6.5,6.679326983961926
5337,8.5,8.14480755494013
3538,5.3,6.125888227183674
5768,5.0,4.727907765393255
1604,6.4,6.7399241068825395
1595,7.3,7.537294551157049
2025,5.4,5.90675589128549
4587,8.1,8.069823165105468
7542,8.2,8.163629030827124
5247,5.4,4.942049123147917
3760,6.9,6.285880557521782
6133,5.4,6.095010102830089
1375,5.6,5.513572568732465
2484,5.7,5.610440386311969
1562,6.5,6.482976053292641
6078,5.8,5.713749856713458
1392,7.6,6.802940818682811
5368,8.0,7.117165759540755
4621,5.9,5.965388315389859
1756,6.4,6.365601079691051
3463,5.3,5.938135353394197
70,5.4,5.68052904332407
637,7.2,6.918258818442905
392,6.2,5.950774302053294
796,5.3,5.237674158862572
1061,5.3,5.674936723255528
5252,6.3,6.372447190453589
2681,5.9,6.368904355947284
4185,8.8,8.157084555500266
2864,6.3,6.329464856142288
3351,6.7,6.437512320203145
2281,7.3,7.081546570631242
6973,6.2,6.58168707104048
2844,7.7,7.201233444756752
6970,6.9,6.9932550015396275
3898,5.3,5.240582207207368
3264,6.2,5.735119990637568
1666,7.8,7.705506406122065
5969,6.5,6.611216915044234
3819,7.5,7.099155903414407
5797,5.4,5.075922077914652
1004,7.7,6.8981054872540755
2056,4.3,4.295710148447238
4795,5.2,5.740450072179344
3875,6.8,7.624806936842442
7724,6.0,6.022488622598017
7890,4.4,4.2563616386111836
5275,6.6,6.9268935217526755
52,6.1,6.128245432097405
3507,3.9,4.188648249245398
5314,6.9,6.327776754587551
5944,6.4,6.354509202278938
7884,4.4,4.026130869219516
1266,7.1,6.593362533155701
3328,5.4,6.265438839744813
2685,6.9,6.914939205768463
3647,7.1,6.632136682543266
508,5.7,5.7885052263193115
4009,5.5,5.364241997784022
1325,8.0,8.181124161805112
2620,5.6,5.491549522224849
1825,5.2,5.268276562132163
704,6.9,6.445614639445698
2918,5.1,4.866428306187479
4160,7.4,6.966490067082964
5313,6.2,6.34962086359585
3031,7.2,6.761637025615893
4979,4.8,5.739897988138629
6013,6.7,6.731716852892986
5862,5.3,6.101392962817908
5703,7.8,7.908966002230364
7064,5.9,6.209914216911439
5096,6.0,6.036402707705386
2367,5.1,4.787211469731412
1744,6.5,6.523610889687153
5281,6.0,6.0968619217184035
7700,6.5,6.5605818651605015
4742,7.2,7.521038718616238
7366,8.4,7.962236058405989
6003,6.0,6.2854934806468785
3655,6.5,6.3775089147971835
7204,4.6,4.205660062998574
6789,7.8,7.374414589074397
4115,4.2,4.111650618940819
7921,4.8,4.480478935033495
5952,7.3,7.592837107000318
3400,6.3,6.2412533215661
256,5.7,5.655270479361828
2606,4.9,4.860950001152861
2295,7.7,7.5215609533420364
3895,7.2,7.165029626533028
2524,5.6,5.682304166444765
5930,5.1,4.809638195023049
5607,7.9,7.271930191102721
7201,4.6,4.632120772241388
2737,6.6,6.882808891215583
6588,7.1,7.26831933323312
2672,5.1,4.832500833428274
1462,6.1,5.639835799258208
150,4.9,4.805007748791711
7555,6.7,6.7100138580039905
4215,5.7,5.962973516321301
5609,6.7,7.158627613207927
6895,8.1,8.125662779988492
5819,7.8,7.657670898541222
3840,7.0,7.026417525604885
1671,6.3,5.95822138760375
3750,6.7,6.818560333677223
2385,7.2,7.277575263911181
849,5.7,5.6134519291160805
4896,5.5,5.951345059417846
4712,5.4,5.452506591170131
2809,6.5,6.695984426700059
2059,7.6,6.212649212728418
3605,7.0,7.113714892524542
6761,5.8,5.707499238928136
5914,4.6,4.888627604030518
3811,7.0,7.1547758769054175
3872,5.5,5.911917269786605
2216,5.7,6.478235717198479
6370,5.6,6.044306107677683
7643,6.0,6.088608009874761
3255,8.9,7.477356261819133
7129,7.1,7.125867975559024
4033,6.7,6.871535231599476
3594,5.5,5.482583631717855
559,4.9,4.751815407400114
2303,6.4,6.689490810684846
6139,7.6,7.423576345873813
6546,6.8,6.328768011378584
1755,6.5,6.503305790327819
119,6.0,6.04181133140506
6495,5.6,5.959597663330051
1643,6.1,6.2558738643789065
6446,5.5,6.012353503808581
4709,5.9,5.842845574055732
3528,6.9,6.909550487397969
2387,6.6,6.500332363377265
7862,7.0,7.000510624074921
5537,7.1,7.110174367216644
3830,7.5,7.4100825859251715
5492,5.6,5.44408859931724
3245,6.6,5.969171754955773
6839,6.8,6.868658448717828
7043,5.9,6.765411117446658
4901,6.1,6.066540320473048
5725,7.5,6.674188143530176
1824,4.7,5.3791770076268595
32,2.6,1.792177066076885
3345,8.2,7.953875646768286
1338,6.2,6.104075216497806
5561,6.1,5.93155280372083
5293,5.5,6.067685859308897
4897,5.8,6.046937473033462
3308,6.6,6.499161916872263
2316,6.9,6.444496081027762
2258,3.9,4.427010482279935
3969,7.6,7.344327348393919
4318,4.0,4.247014981305264
1041,5.1,5.24927221536033
6433,6.5,6.579638437950572
3142,5.3,5.423663728431376
1879,6.4,6.518778546256059
7787,3.8,4.377751870311497
1037,7.2,6.457245745009462
4928,6.0,6.537091471897081
2691,6.3,6.522838238418783
6627,5.3,5.2604840215569135
3122,7.6,7.919536024444983
998,6.6,6.616130979327756
6622,6.6,6.195683390359539
2898,7.5,6.4412316352563534
1679,6.5,6.734494178589647
7188,6.3,6.459388276167897
3585,6.6,6.321872579522044
6421,6.6,7.140453231196937
2134,4.9,4.8290654516399005
4789,7.7,7.745665637326906
7610,2.8,2.742043871008166
3029,5.7,5.724725384367
4745,6.5,6.253737980577484
7182,7.4,7.057182040833356
3294,7.5,7.481570825677912
7590,7.5,7.661097882247057
5378,5.5,5.185228756906874
6434,7.3,7.628831215753533
4728,6.4,6.220719370726621
4771,5.4,5.281780921047198
7148,7.3,7.233275371975609
1194,5.1,5.259694696626936
3146,6.4,6.5118152377612875
821,4.7,4.504531283190931
1688,4.7,4.370068089767309
2887,6.0,6.320482701851216
729,5.2,5.567463310993148
6406,6.1,6.150882241569958
375,6.4,6.522611966817148
7960,5.9,5.8803554638152935
7589,7.3,7.457776721750743
6387,5.4,5.96892209554018
6657,7.0,6.6782465050499225
5880,6.9,7.248691136223607
3531,6.1,5.81758255200272
4663,7.7,6.988590773885998
960,4.7,4.410775691120496
1018,6.3,6.547053497104531
3124,7.7,7.205738508936201
2755,6.5,6.880868608285584
7266,5.0,4.91448932731378
556,5.7,5.7188093965793305
5582,5.1,5.427280585112587
4590,6.4,6.498462671845201
4470,6.1,6.299842644217817
5816,5.9,5.887349614436336
3374,6.4,6.024280123485516
7216,5.8,6.134190043500036
6017,7.0,6.755241106986033
3857,5.5,5.5310147965036744
7209,6.5,6.483751993547917
3154,5.6,6.135698486817325
6504,6.8,6.915253918706376
6938,6.5,6.616874003595794
2851,7.7,6.9555755707604545
495,6.5,6.134159389177716
1866,6.4,6.383790838417737
619,5.9,6.094290987282289
3457,6.5,5.82767593993358
3214,4.6,4.356919203722625
1801,6.6,6.591936013421683
4850,7.0,6.741017914424945
5524,6.2,6.749603010137432
5810,6.1,5.903826084187263
7795,6.5,5.859972464600708
638,6.9,6.811079404655902
7949,5.4,5.251720954813486
4346,7.3,7.463613271853579
3420,7.5,6.774852779654528
1708,7.0,7.227536281261028
2520,4.1,3.641228502391596
1256,5.2,5.48182844907468
4504,6.2,6.08737030781678
3533,6.1,6.2167205194792725
4468,6.0,6.0284430936418145
597,7.5,6.646051053076909
5665,6.9,6.9106431914243
3148,7.2,6.7461482027047035
1453,6.5,6.283981375673267
4870,6.5,6.642762768643082
7372,7.0,7.03877719236448
2189,2.3,1.4584280108138659
724,6.1,6.058473095817164
6425,5.5,5.719989363913651
6313,7.6,7.902140996019958
3752,5.9,5.956090269890508
476,7.2,6.535549405274851
497,6.1,6.173890277906764
3852,3.7,3.7872575812671903
248,4.4,3.991716328305823
1938,6.3,6.024142021414716
2004,6.2,6.490066086235644
1214,6.3,6.539136956602326
6001,6.4,5.915785867457968
5301,5.9,6.1729825391651145
4903,5.6,5.6582524138133135
7728,7.8,7.988283389355034
2735,5.9,6.3524704760816935
7179,7.4,7.544459998910248
766,7.3,7.076189909220786
2120,6.5,6.286606087908523
