,rating actual,rating predicted
6612,8.2,8.722404400145955
4933,6.0,6.079033253387627
2843,6.5,6.306053605156491
4647,6.9,6.864793255752979
7928,6.2,6.068733568971887
3705,6.1,6.310480564414026
2773,6.2,5.913410319084135
5722,4.4,4.01637705853489
2748,7.0,7.099936734687646
4285,6.5,6.399339157658983
7622,4.8,4.4331520747519075
2194,3.8,4.033160652443454
4350,8.5,7.192041278535538
5194,7.3,6.8749095041344
271,5.5,5.404326872742309
1642,6.6,6.6952263627395086
2813,6.1,6.3758076389225335
565,5.7,5.627110041492246
4801,6.4,6.4410153416112665
5294,6.6,6.685603818058003
1889,5.6,5.509583631896688
554,5.5,5.396378109093063
7254,7.6,7.501126476340068
2203,7.5,7.458091462512901
3866,6.1,6.776669810029186
3697,6.9,6.6671629114550575
1073,7.4,7.050390510223802
2068,3.8,3.451596194118048
4546,6.1,6.060110158682964
1009,6.2,6.002359316759816
7197,6.0,6.145414557353343
7929,5.3,6.452564829825813
4371,6.7,6.751838601872621
6375,6.5,6.507215085907135
3365,7.6,7.117145756015408
5765,5.6,5.92501347761201
7983,8.1,8.12760556674035
450,6.4,6.185812368800723
3114,7.9,7.49827918898453
4058,7.4,7.430870001636461
7784,6.5,6.585486768767978
3999,6.6,6.531663709075011
6710,6.4,6.245255371523681
3660,6.4,6.370013162470586
4560,5.8,5.889775894561854
6318,6.7,6.938384918928098
800,6.2,6.051490140572251
430,7.4,7.661111154516434
2010,5.9,5.829161322846933
7759,6.8,6.947474919267369
2334,6.3,5.867882495363226
1870,7.6,7.585851712041076
4380,8.4,7.777516691128725
695,5.6,5.490306262986557
5579,3.3,2.9256081246469963
830,4.2,4.138999697788235
943,7.7,7.258189362120986
7385,6.6,6.478447094340152
6413,7.2,7.1308160240415654
693,5.7,5.732544580300553
1613,4.9,5.229726308790116
1217,5.7,5.746278718583217
7624,6.8,6.751857428351635
3207,6.6,6.497266460287418
7777,7.4,7.375667357867287
6630,6.4,6.518156693866273
5097,6.2,6.284421532634481
4597,6.1,6.185454745204796
2435,5.7,5.657469111227022
5512,6.8,6.850564028137275
1020,5.7,5.845721128666471
1019,2.7,2.2097068521181913
7069,4.9,5.096456506415888
5731,7.6,7.177760641291893
3702,2.2,1.590174326123921
3392,8.2,7.5212070390121655
1713,4.8,4.420613928842336
1887,6.9,6.586921972218604
5987,8.2,7.670225816267451
3617,5.8,6.353760793011847
4924,7.9,7.852442853782857
2694,7.2,6.991186516317611
99,6.7,6.765291607919447
2139,3.8,5.198494103673726
1247,7.7,7.565331516031375
5738,4.8,6.436604767258255
5316,7.5,7.33815551725534
4853,7.2,7.0277334567957
2976,7.8,7.16562459483769
7476,6.3,5.900942410599633
7963,6.1,6.086819739239142
1140,4.6,4.880922070598738
6073,6.2,5.832815792965732
1452,4.3,4.586005150094772
1329,5.6,5.866695027355975
5016,4.3,5.3368359266718715
3337,8.3,7.099919828324139
198,7.8,8.142410601223283
1919,5.7,6.271289441560442
2335,8.0,6.567471486910402
6737,7.7,7.3453577487062836
6926,6.6,6.724799074024422
4317,7.0,6.799224896406961
3185,6.3,6.287052921802359
1816,6.2,6.283158041008576
7194,6.3,6.252260671806282
416,6.5,6.543778900336059
5472,7.6,7.158233506432839
4331,5.7,5.900233175791659
3132,6.6,6.387811612994542
1442,6.6,6.468935827374618
4889,7.1,7.340227114614115
4938,4.9,6.278171575136913
4274,7.1,6.939291691633421
990,5.7,5.463731861069818
4876,5.6,5.709269251831576
5241,2.8,2.224292833886148
6625,7.3,6.937345228045982
1689,7.8,7.4071534005333755
2619,5.4,5.91327107578513
346,6.0,6.355775120197664
3756,6.3,6.467787788000256
7121,5.9,6.765411117446658
132,6.1,6.091325338134791
7537,6.5,7.037452793995732
1890,7.0,6.9178384273907865
5379,5.4,5.918888052344281
3989,7.4,7.313719593421124
3079,7.8,7.537341034049564
5520,6.1,6.067968530091661
28,7.0,6.594827908886299
3846,5.3,5.367266403626153
2855,6.8,6.630517071502733
3361,6.9,7.25021956132889
7660,4.4,4.132100372228001
6036,6.3,6.383607716651389
2193,4.3,4.718043832886656
1248,7.2,7.109307379553729
4250,7.1,6.553153505354161
798,5.5,5.164875946526307
6423,6.0,5.9565679805195435
2304,3.7,3.6631944743651834
3215,6.2,6.410791070634519
5953,6.7,7.138014502364327
5518,5.9,5.786275800490289
1104,6.5,6.741133151549433
4843,5.9,5.976538052914599
4410,5.7,6.503280652376962
1324,5.7,5.257701543274441
148,6.5,6.326160671230155
5950,3.9,4.183283775508668
3934,6.7,6.665547913111161
2679,5.7,6.179576862712196
5371,6.7,6.928207243449662
5701,3.9,3.6959722872793845
6790,6.2,6.347315677077726
4919,2.1,1.722631300674165
6823,6.4,6.144527428908036
2955,6.8,6.660391766495077
1757,6.4,6.29830224153003
6979,6.8,6.187215478977299
3095,5.2,5.1618611750482915
6941,7.2,7.032623560681238
6848,8.1,7.46659572211047
2605,6.8,6.6218109082138055
666,6.3,6.139456573069299
582,5.3,5.119897184667104
7598,5.8,5.60099239612998
1046,5.3,5.020121007085492
3801,7.3,6.873171564985049
2891,5.5,5.492154395368651
3406,5.7,6.395900302972884
1600,6.7,6.610060414997597
539,6.4,6.407938067565472
2682,5.8,5.597033151745525
3541,7.0,6.667363894049697
4866,7.0,6.54833239988552
5685,6.5,6.7028455972685945
7582,6.6,6.939814201179526
3558,5.9,5.887845667723639
2534,4.5,4.299080638043189
2627,4.8,4.7220676287948296
590,6.3,6.682970410064958
5075,6.1,6.074578013373596
4888,5.9,5.8008711341789025
4758,3.4,2.9450000774366325
7562,7.1,7.207060980795757
3615,4.6,5.428559097923311
92,6.7,6.1268841913811904
7149,6.0,6.4248183836957695
7395,6.6,6.819324777151388
6347,6.3,6.158213596476889
3171,3.8,3.8697872904606303
7172,5.7,6.02807340876704
7924,7.5,7.132422879378201
6049,8.8,8.109186478891722
7492,6.0,5.95603718281321
7576,5.7,5.643146710584943
2317,4.1,3.751907279232954
3906,6.2,6.26920944839101
3744,4.1,3.567299454293562
5284,5.8,6.002448229939263
2837,6.9,6.414392733594219
3606,5.9,5.8244458982735745
473,5.9,6.1561204072942
308,6.1,6.150183079314627
2779,5.9,5.934948873322837
5708,8.0,7.839646142870563
4632,5.1,5.3861363945377425
3228,5.7,4.811870596782558
2720,6.8,6.72627429059179
4294,7.0,6.908572249263753
4006,5.9,6.380860988485513
3368,4.5,4.274372053470999
2191,5.8,5.806207628229903
2048,6.7,6.5792381821935875
5498,6.1,6.0458646415075865
2497,6.7,6.902928163876628
7926,6.2,6.197045653058263
1737,5.6,5.0520080391610485
1162,7.3,6.996101096648776
1113,7.6,7.2793533658173635
2444,5.7,6.150535756904113
4257,2.6,2.4262344743166926
3198,6.4,6.221635379080923
5626,8.4,8.493350948321147
4995,6.7,6.462725911378347
55,7.6,7.367915193234118
4526,5.3,5.262192673880513
6835,6.4,6.481987679805038
1092,5.9,5.879185474437295
4030,6.1,6.360586056820712
970,6.5,6.391115218659283
1239,5.5,5.5278838656900104
5290,4.5,5.3458848244179995
5489,7.1,6.925070835711035
7346,7.3,6.935618051637422
6287,7.0,7.106389331506095
4159,5.9,5.846016847809688
6853,6.2,6.125641343822504
4398,7.2,7.20222298305045
6149,5.3,6.311094768456218
7498,5.9,5.729457593459274
5724,4.3,4.97372014537225
4069,6.2,6.381720865085158
892,7.4,6.870510572819456
4972,6.3,5.787411988475881
604,3.2,2.5368492952666477
6518,5.6,5.736982842207814
2519,5.0,5.552087713729939
2797,7.5,6.68513673211345
5454,6.7,6.528440780531439
7225,6.6,6.4435558315474575
7067,7.2,7.1271357907003035
4441,6.1,6.006842277367966
3287,4.0,5.04238436340048
6505,6.2,6.4292513524118275
6932,3.6,3.0310565403162864
662,3.6,3.167526837925508
985,8.1,7.574177812341916
2009,6.9,6.873063336386594
3063,5.6,5.801904674992072
2741,6.7,6.967161592445163
314,5.9,6.216784492266252
2033,5.6,5.829148259988787
820,8.1,6.4350573050974615
7231,7.5,7.795800286700556
4954,6.5,6.660971297993533
5939,6.0,5.727124441013994
1841,5.3,5.54313912918323
340,6.8,6.27888033659806
6360,6.4,6.119697103038269
1964,4.2,4.661672775077541
4865,6.6,6.346763817150157
4784,7.2,6.917598305173271
7301,6.9,6.939205538240407
4000,4.9,5.7681610941582955
4340,5.5,5.887608112121363
6280,6.7,6.255423310999215
3971,6.2,6.404094115961072
3980,6.8,6.9200241376543135
3491,6.1,6.237431619880539
4312,6.0,6.032321070779255
1412,7.9,6.896510606625768
4315,5.2,5.274919305704819
5569,5.3,5.419957550822943
1192,6.6,6.745971114378244
4186,5.6,5.532071094424351
36,5.7,5.580979570123502
4400,4.8,4.876625881764522
7894,6.3,6.331423362063655
7230,6.0,6.074509961677503
47,5.0,5.356032608819718
2800,5.6,5.647456760845459
6376,6.5,6.334002990789817
626,6.4,6.290819634150526
1015,5.9,6.014347882286849
1371,5.3,5.250468369914507
6760,7.7,7.485680364640417
917,5.4,4.685498291630611
2710,6.8,6.9752424528923145
6041,5.0,5.289034105434222
7621,4.9,4.619608550152487
6222,7.8,7.4250089651465325
743,7.3,6.8067695160164705
3521,4.5,4.97782318489588
654,5.7,5.98644613272164
5966,4.5,5.316807660584548
7841,4.2,4.796221704535069
6357,6.5,6.465346611083754
609,6.7,6.7465509890862405
5457,6.9,6.895864032521447
86,5.6,5.4645066889452565
4267,6.0,5.834515602697307
1010,6.7,6.345256698767861
2665,5.3,5.071050203905533
1536,5.9,5.879940733092116
7039,7.4,6.82452420264029
7264,7.8,8.261114336686614
2663,5.4,5.861101194991176
428,5.5,5.48949782211792
4908,5.9,5.8609054474344715
5107,6.5,6.464294529996709
6091,6.3,6.396115895820562
6967,7.3,7.34514890530524
6255,7.5,7.757025078136928
613,6.5,6.29531286615861
1083,4.5,5.063163864344435
1858,7.1,6.691869144541257
3196,5.6,6.245891488375086
43,5.8,5.726525823542642
2612,7.4,7.270587921912042
6031,7.4,7.447567946411492
1352,5.1,5.647030447282859
7268,3.3,3.5955337350991776
2675,6.8,6.368021948980583
6344,6.4,6.863136746689286
2969,7.1,6.8152703803901025
550,9.0,7.703960741067623
713,7.1,6.464623929842442
1701,6.1,6.432984793586136
1888,3.8,4.012956706144328
2857,5.8,6.115869135348396
2314,5.5,5.270775548223896
6559,7.2,7.404975055936766
1943,4.8,4.83202767138345
2278,5.8,5.851730409400019
6648,7.8,7.2587663714984325
6430,5.1,6.503684590000794
315,7.0,7.1452403579823
837,8.2,7.6191089820882025
6591,7.2,7.580081817314642
4291,4.3,3.9674838725894226
6427,7.0,7.203607077282201
5,6.0,6.001614761420222
2238,5.4,5.268263145192204
6676,6.8,6.348310331780257
4807,7.3,7.108481720256113
1538,5.2,5.8010856869425975
995,6.8,6.388360384016543
5031,6.6,6.689127861953101
4054,6.4,6.3975847373298995
3645,7.1,6.987224464845338
170,3.3,3.4768743262515063
6694,4.7,4.997900976705371
4411,5.8,6.365396067484677
415,6.5,6.551852225474163
6100,5.4,5.304435695083902
6215,7.1,7.289440954149749
279,6.2,5.931916699087297
5812,5.4,5.541882353566935
3925,6.4,6.088933494324016
5175,6.3,6.260756522536448
3174,7.8,8.080071576483082
6403,6.3,6.82930696242033
718,2.7,1.9371725906994235
7751,7.1,7.169655864179668
7434,6.4,6.563510456585171
6213,7.5,7.495268697095745
2496,5.9,5.793592555411375
3273,6.8,6.621307462930532
2661,5.6,5.549196928176581
2261,6.8,6.715990858500933
4013,6.2,5.986148955837809
6910,5.3,6.286914566668958
3151,6.1,6.08628145439099
924,6.7,6.798492294090962
3707,6.4,6.415495238745463
5933,7.3,7.1780518065985595
4976,7.7,7.071533684170881
1068,8.1,8.184239703822453
6700,7.5,7.189399602865509
467,6.4,6.467037341738899
686,6.2,6.384421148181809
6368,7.2,7.021824198167663
7706,8.4,7.272155953363806
4455,6.4,6.423842630732142
2360,6.2,6.304134621409303
919,4.0,3.4960353505146173
925,6.9,6.982304438897844
2236,6.5,6.2339597286001505
5365,6.3,6.6639648279095605
435,7.3,6.721491011725276
5025,5.6,6.017822074804628
7872,5.0,5.434461946997367
1977,6.7,6.69755335523942
3556,5.4,5.678131546068674
4476,6.4,6.262501634229285
807,5.8,5.740164976681985
999,6.2,5.931193635186707
6348,6.6,6.610440522193417
3316,5.8,5.814863240963969
2558,5.8,5.605805713295205
3102,5.9,5.898937102084264
6108,6.5,6.650960292454017
3716,3.7,3.1266185340191806
7538,6.8,7.328741704301085
210,5.7,5.9857365456834
2469,6.3,6.399251635937374
1493,7.5,6.680116106675178
6624,6.7,7.04985237137618
7822,6.1,6.051433902740082
5052,7.5,6.840232913597418
6310,6.2,6.84763006547539
6057,5.8,6.05395639802597
5055,6.2,6.289725626956746
5568,5.2,5.112483585775362
2384,6.8,6.662317624227518
2432,7.1,7.118866079103976
6997,7.7,8.068683681453631
4530,5.8,5.939955192055996
5262,3.3,2.649213878512695
564,6.8,6.725286705198781
5335,7.1,7.191157093855815
2560,6.2,5.896181221830348
2673,7.1,7.168170023821282
7174,7.8,7.459694601318261
2879,5.7,6.1012987395895255
6595,6.9,7.106020967564823
3173,7.3,6.492943610207193
6983,6.5,6.440987720864173
4695,5.5,5.763515317644811
703,6.6,6.8913901214346
6015,6.6,6.550980546089542
6746,5.2,5.63488656315624
6725,4.2,4.105691862121531
3938,6.5,6.457632216147856
6675,4.4,4.171008164013306
2865,6.1,6.04620178014394
4648,7.8,7.91299608391818
3767,7.5,6.783229295821923
7693,6.5,6.716698663361837
2337,6.5,6.183372352636109
283,7.5,7.792549016472347
2609,5.8,5.995180383829462
1907,6.0,6.149978964599899
551,5.2,5.478827021423567
2409,4.6,4.246664259911336
2475,4.0,3.9202958239016503
1350,6.6,6.827498059819651
3657,5.0,5.5249133978344505
7151,6.2,6.723044988787071
3919,5.5,5.88551811347204
6419,6.6,6.50982665108729
7022,7.3,7.396418968573786
5574,6.1,6.447515438439548
385,5.1,5.177817252141238
2775,6.5,6.374652295086912
6270,6.1,6.083924529655417
3458,6.5,6.669538307433718
4423,7.3,6.978940399033342
4127,7.0,6.742365005435242
7630,5.5,5.411046154720011
6748,5.8,5.805369623268418
2058,5.1,5.383163514074671
7851,7.0,6.9936818785355745
3103,4.8,5.039959333820888
4047,6.4,6.262128182171415
6603,4.6,5.0363261737856115
5690,5.3,5.757381394461135
6124,7.7,7.1894294288098015
10,6.3,6.103437331484791
1783,5.8,6.127973454038567
4748,7.4,7.180323056220632
1221,5.5,5.987751002877605
870,6.2,6.195391912405833
6346,5.9,6.18343731900692
299,5.8,6.017424890225418
3850,6.0,6.087795218659354
926,6.3,6.138815534599031
7955,6.0,6.098775496713638
6292,5.8,5.995516779397252
3664,5.6,5.975884566191379
64,5.9,6.09995784567978
6569,5.6,5.908887531357963
5935,7.6,7.390789842984128
5434,6.9,6.888334523513877
1469,7.2,6.964266770415434
1639,6.1,6.2468529937300845
3512,5.8,5.804937167286311
2625,5.4,5.5818923655327
793,5.2,5.236804388444428
7908,6.8,6.839313639370125
5888,6.7,6.696919377511981
5996,6.3,6.277532884496786
7370,7.7,7.4531141715754545
4858,6.8,6.847635975291953
3498,6.2,6.648063678881615
4823,6.2,6.417359058065588
324,7.0,6.8252371632649025
5815,7.7,6.682737424652447
2928,5.2,5.20637522805946
768,5.2,5.90944309131476
5012,5.9,5.327742423429255
4704,6.3,6.340675837318673
3359,7.6,7.554706566514365
4627,3.9,4.348937325367448
7280,7.4,7.3489724600356885
7068,5.7,5.634523371232229
4138,2.7,4.1527279796958245
2374,5.6,6.189577820422122
13,5.7,5.8730498084213
7802,6.7,6.692316956346104
206,6.2,6.154594968846547
7515,6.3,6.554586312802722
3865,5.8,6.3295454183579585
7646,5.7,6.769286693293776
3282,6.3,6.548427040910437
4322,7.8,7.618018446120563
4446,6.6,6.40945142922341
5248,4.4,5.496931789078882
4527,7.2,6.904730288052458
3771,7.7,7.129831246033812
6564,7.5,7.298835477524851
6834,4.4,4.568610621800843
6811,6.6,6.744501748117435
3074,5.5,5.296349651561948
398,6.8,6.485314977166758
423,7.5,7.319269668161861
7816,6.4,6.4033973689231685
5038,3.7,3.518739783465513
7723,5.4,5.206307487111536
4003,6.1,6.424616531300825
6435,1.9,3.0489555342450743
2126,5.1,5.4693939364887685
6924,5.5,5.853747109006929
480,5.4,5.584200439842663
578,4.7,4.346305833966521
4993,4.5,4.6026332418713105
4857,5.6,6.192356028011774
4731,7.4,7.419476558999139
3703,7.1,7.080705320826346
6243,8.1,7.802619337738586
3990,5.4,5.91216393896081
2631,6.5,5.91500688540123
6210,5.9,5.975939188996979
1127,5.5,5.972340582674199
2073,6.1,6.456764290685618
6143,7.4,7.531020729993641
1348,6.9,6.561851125967578
5000,7.4,7.294672131910949
5122,4.4,4.439266626478346
6324,7.1,7.096528807034145
2607,6.9,6.468475973508704
4372,5.3,6.008808564220969
1216,6.1,5.983895006385036
1937,6.1,6.2373078327783915
6477,7.7,7.945125518426914
920,6.1,5.999255057322752
3551,5.5,5.603680560460151
2419,4.7,4.913887077728576
2925,6.9,6.363152957727311
2410,5.8,5.86512642463284
2396,6.0,5.718957854878959
6131,5.4,5.912208453518894
3554,6.5,6.213679429268445
91,6.5,6.178070559351325
2714,6.1,5.183467370275077
2503,5.0,4.858267877447671
612,7.1,6.743838728129037
2947,5.1,6.278988411406655
4126,8.3,8.006621277972595
2840,5.8,5.763153075304399
6502,5.8,6.302530512495555
5666,6.7,6.342639920410092
3736,4.5,4.116447312745462
6350,6.5,6.433982692068551
7155,6.0,6.005045960994389
535,6.1,6.022207442091315
2213,5.5,5.54233633087657
6420,6.3,6.352413311849223
2332,8.1,6.966178816696854
1178,5.6,5.4645066889452565
1160,6.2,6.259799505172768
2383,7.4,7.267361790188056
7137,6.5,6.320704059150465
4622,6.7,7.299469693383135
4859,7.4,7.421735063620733
1189,8.1,7.47139890852809
1163,5.5,6.151132612347186
7644,7.3,6.841859803042092
4462,7.3,7.010453963079441
364,7.1,6.995036612801347
1984,2.6,2.600649707541036
3183,4.8,5.5988839726043995
7452,5.5,5.593019138994872
7398,4.2,5.343084879946981
2684,6.6,6.68970709755778
6656,5.0,5.14985604582638
1702,7.0,6.847767497778414
2709,7.7,7.291087036549649
7473,6.1,6.071913544563018
1751,7.3,7.550331007994669
7215,6.7,6.733510707463561
7532,6.8,6.9695660935369
5280,6.7,6.630987665813998
7710,6.3,6.48668679730062
3536,5.0,5.38466006250427
7786,5.9,5.453995735487292
7075,6.9,7.371706823403646
4829,4.8,6.35250676491799
5789,5.6,5.79232922568021
5094,5.2,5.214596899373662
5288,6.9,6.039419238569572
2031,5.5,5.409325891290916
7650,5.7,5.717127382175683
4324,6.4,6.387158924450243
5271,5.5,5.798327831304425
6268,5.2,4.957862095962438
3739,5.5,5.602273892053025
4070,6.0,6.049034472885019
7550,6.1,6.447112552776935
354,4.5,4.97808356214316
4189,4.5,4.2096280452387385
6540,6.4,6.742726349468437
2200,6.7,6.403993245069045
6870,6.1,6.36028731419409
2262,5.8,6.184556119319382
4540,4.8,5.182994634595412
3022,7.0,6.485200391396739
3432,7.2,7.355126402743722
3785,5.1,5.55599289740124
3802,6.4,6.283808185515469
1403,6.6,6.909691753934472
7114,7.0,7.2818009335251075
2966,6.2,6.213239080649903
5437,5.6,5.555211744464378
7052,3.5,3.375491770613812
1997,7.0,7.001829846851055
3386,7.2,7.002811303860617
7381,6.3,6.462243482964333
1193,6.3,6.3057135793750305
411,4.8,4.47321666641563
5479,5.3,5.32078147234625
1965,5.7,6.064241357532637
4535,7.2,7.046002918225859
3162,5.9,5.930689364352679
3429,4.3,4.386820216007991
6628,6.7,6.514467206926441
6751,6.3,6.405756185881862
4719,5.6,5.661111710624958
6861,6.3,6.42131764091928
5143,5.6,5.672175839323468
5296,7.8,7.298576176011337
3139,4.9,4.637490536407633
5079,7.5,7.175843242111504
1038,6.9,7.0292832463946615
5923,5.9,5.630133153941115
5086,6.9,7.075146766146493
