,name,year,idbm_year,length,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
4660,Bloodfist VII: Manhunt,1995,,RR,Jonathan Winfrey,1,Brendan Broderick,Rob Kerchner,,Don Wilson,Jillian McWhirter,Jonathan Penner,Action,Thriller,,5.0
4661,Blue in the Face,1995,1995,1h 23m,Paul Auster,1,Paul Auster,Wayne Wang,,Harvey Keitel,Lou Reed,Michael J. Fox,Comedy,,,6.7
4662,Born to Be Wild,1995,1997,1h 46m,William Dear,1,David Michael Wieger,,,Jonathan Taylor Thomas,Devon Sawa,Scott Bairstow,Action,Adventure,Comedy,6.4
4663,Boys Life,1995,,,,1,,,,,,,Comedy,,,7.6
4664,Boys on the Side,1995,1995,1h 55m,Herbert Ross,1,Don Roos,,,Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,Comedy,Drama,,6.5
4665,The Brady Bunch Movie,1995,1995,1h 30m,Betty Thomas,0,Sherwood Schwartz,Laurice Elehwany,Rick Copp,Shelley Long,Gary Cole,Christine Taylor,Comedy,,,6.1
4666,Braveheart,1995,1995,2h 58m,Mel Gibson,1,Randall Wallace,,,Mel Gibson,Sophie Marceau,Patrick McGoohan,Biography,Drama,History,8.3
4667,The Bridges of Madison County,1995,1995,2h 15m,Clint Eastwood,1,Richard LaGravenese,Robert James Waller,,Clint Eastwood,Meryl Streep,Annie Corley,Drama,Romance,,7.6
4668,The Brothers McMullen,1995,1995,1h 38m,Edward Burns,1,Edward Burns,,,Jack Mulcahy,Michael McGlone,Edward Burns,Comedy,Drama,Romance,6.6
4669,A Bucket of Blood,1995,1959,1h 6m,Roger Corman,1,Charles B. Griffith,,,Dick Miller,Barboura Morris,Antony Carbone,Comedy,Crime,Horror,6.7
4670,Bushwhacked,1995,1995,1h 30m,Greg Beeman,1,John Jordan,Bobby Farrelly,Tommy Swerdlow,Daniel Stern,Jon Polito,Brad Sullivan,Adventure,Comedy,Crime,5.6
4671,Bye Bye Love,1995,1995,1h 46m,Sam Weisman,1,Gary David Goldberg,Brad Hall,,Matthew Modine,Randy Quaid,Paul Reiser,Comedy,,,6.2
4672,Canadian Bacon,1995,1995,1h 31m,Michael Moore,1,Michael Moore,,,John Candy,Alan Alda,Rhea Perlman,Comedy,,,5.9
4673,Candyman 2: Farewell to the Flesh,1995,1995,1h 35m,Bill Condon,1,Rand Ravich,Mark Kruger,Clive Barker,Tony Todd,Kelly Rowan,Caroline Barclay,Horror,Thriller,,5.3
4674,Carnosaur 2,1995,1995,1h 23m,Louis Morneau,1,Michael Palmer,,,John Savage,Cliff De Young,Don Stroud,Action,Horror,Sci-Fi,3.7
4675,Casino,1995,1995,2h 58m,Martin Scorsese,1,Nicholas Pileggi,Martin Scorsese,,Robert De Niro,Sharon Stone,Joe Pesci,Crime,Drama,,8.2
4676,Casper,1995,1995,1h 40m,Brad Silberling,1,Joseph Oriolo,Sherri Stoner,Deanna Oliver,Bill Pullman,Christina Ricci,Cathy Moriarty,Comedy,Family,Fantasy,6.1
4677,Castle Freak,1995,,RR,Stuart Gordon,1,Stuart Gordon,H.P. Lovecraft,Dennis Paoli,Jeffrey Combs,Barbara Crampton,Jonathan Fuller,Drama,Horror,Mystery,6.0
4678,Catherine the Great,1995,,TV-MATV-MA,,1,,,,,,,Biography,Drama,History,6.2
4679,The Celluloid Closet,1995,1995,1h 42m,Rob Epstein,1,Vito Russo,Rob Epstein,Jeffrey Friedman,Lily Tomlin,Tony Curtis,Susie Bright,Documentary,History,,7.7
4680,The Chicken from Outer Space,1995,1996,,John Dilworth,1,John Dilworth,,,Howard Hoffman,,,Animation,Short,Comedy,7.7
4681,Children of the Corn III: Urban Harvest,1995,1995,1h 32m,James D.R. Hickox,1,Dode B. Levenson,Stephen King,Matt Greenberg,Daniel Cerny,Ron Melendez,Jim Metzler,Horror,Thriller,,4.2
4682,Citizen X,1995,,RR,Chris Gerolmo,1,Robert Cullen,Chris Gerolmo,,Stephen Rea,Donald Sutherland,Max von Sydow,Biography,Crime,Drama,7.5
4683,Clockers,1995,1995,2h 8m,Spike Lee,1,Richard Price,Spike Lee,,Harvey Keitel,John Turturro,Delroy Lindo,Crime,Drama,Mystery,6.9
4684,Clueless,1995,1995,1h 37m,Amy Heckerling,0,Amy Heckerling,,,Alicia Silverstone,Stacey Dash,Brittany Murphy,Comedy,Romance,,6.9
4685,Coldblooded,1995,1995,1h 32m,Wallace Wolodarsky,1,Wallace Wolodarsky,,,Jason Priestley,Kimberly Williams-Paisley,Peter Riegert,Action,Comedy,Thriller,6.7
4686,The Computer Wore Tennis Shoes,1995,1969,1h 31m,Robert Butler,1,Joseph L. McEveety,,,Kurt Russell,Cesar Romero,Joe Flynn,Comedy,Family,Sci-Fi,6.0
4687,Congo,1995,1995,1h 49m,Frank Marshall,1,Michael Crichton,John Patrick Shanley,,Laura Linney,Tim Curry,Dylan Walsh,Action,Adventure,Mystery,5.3
4688,Copycat,1995,1995,2h 3m,Jon Amiel,1,Ann Biderman,David Madsen,,Sigourney Weaver,Holly Hunter,Dermot Mulroney,Drama,Mystery,Thriller,6.6
4689,Cover Me,1995,,1h,,1,,,,,,,Crime,Drama,Family,7.5
4690,Crimson Tide,1995,1995,1h 56m,Tony Scott,1,Michael Schiffer,Richard P. Henrick,,Gene Hackman,Denzel Washington,Matt Craven,Action,Drama,Thriller,7.3
4691,The Crossing Guard,1995,1995,1h 51m,Sean Penn,1,Sean Penn,,,Jack Nicholson,David Morse,Anjelica Huston,Drama,Thriller,,6.3
4692,"Cry, the Beloved Country",1995,1951,,Zoltan Korda,1,Alan Paton,John Howard Lawson,,Canada Lee,Sidney Poitier,Charles Carson,Drama,,,7.0
4693,The Cure,1995,1995,1h 37m,Peter Horton,1,Robert Kuhn,,,Joseph Mazzello,Brad Renfro,Aeryk Egan,Drama,,,7.7
4694,Cutthroat Island,1995,1995,2h 4m,Renny Harlin,1,Michael Frost Beckner,James Gorman,Bruce A. Evans,Geena Davis,Matthew Modine,Frank Langella,Action,Adventure,Comedy,5.7
4695,Cyborg Cop II,1995,1994,1h 37m,Sam Firstenberg,1,Jon Stevens Alon,Sam Firstenberg,,David Bradley,Morgan Hunter,Jill Pierce,Action,Sci-Fi,Thriller,3.6
4696,Dangerous Minds,1995,1995,1h 39m,John N. Smith,1,LouAnne Johnson,Ronald Bass,,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Biography,Drama,,6.5
4697,A Dangerous Place,1995,1994,1h 37m,Jerry P. Jacobs,1,Sean Dash,,,Ted Jan Roberts,Corey Feldman,Mako,Action,Thriller,,5.5
4698,Dead Man,1995,1995,2h 1m,Jim Jarmusch,1,Jim Jarmusch,,,Johnny Depp,Gary Farmer,Crispin Glover,Adventure,Drama,Fantasy,7.6
4699,Dead Man Walking,1995,1995,2h 2m,Tim Robbins,1,Helen Prejean,Tim Robbins,,Susan Sarandon,Sean Penn,Robert Prosky,Crime,Drama,,7.5
4700,Dead Presidents,1995,1995,1h 59m,Albert Hughes,1,Allen Hughes,Albert Hughes,Michael Henry Brown,Larenz Tate,Keith David,Chris Tucker,Action,Crime,Drama,6.9
4701,Demon Knight,1995,1995,1h 32m,Ernest R. Dickerson,1,Ethan Reiff,Cyrus Voris,Mark Bishop,Billy Zane,William Sadler,John Kassir,Action,Fantasy,Horror,6.7
4702,Desperado,1995,1995,1h 44m,Robert Rodriguez,1,Robert Rodriguez,,,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Action,Crime,Thriller,7.2
4703,Devil in a Blue Dress,1995,1995,1h 42m,Carl Franklin,1,Walter Mosley,Carl Franklin,,Denzel Washington,Tom Sizemore,Jennifer Beals,Crime,Drama,Mystery,6.7
4704,Die Hard with a Vengeance,1995,1995,2h 8m,John McTiernan,1,Jonathan Hensleigh,Roderick Thorp,,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Action,Adventure,Thriller,7.6
4705,Dolores Claiborne,1995,1995,2h 12m,Taylor Hackford,1,Stephen King,Tony Gilroy,,Kathy Bates,Jennifer Jason Leigh,Christopher Plummer,Crime,Drama,Mystery,7.4
4706,Don Juan DeMarco,1995,1994,1h 37m,Jeremy Leven,1,Lord Byron,Jeremy Leven,,Johnny Depp,Marlon Brando,Faye Dunaway,Comedy,Drama,Romance,6.7
4707,"Don't Hang Up, Tough Guy!",1995,,UnratedUnrated,Seth Jarrett,1,Robin Sayers,,,John G. Brennan,Kamal Ahmed,Ellyn Dawn Humphreys,Comedy,,,7.3
4708,The Doom Generation,1995,1995,1h 23m,Gregg Araki,1,Gregg Araki,,,James Duval,Rose McGowan,Johnathon Schaech,Comedy,Crime,Drama,6.1
4709,Dr. Jekyll and Ms. Hyde,1995,1995,1h 40m,David Price,1,David Price,Tim John,Oliver Butcher,Sean Young,Tim Daly,Lysette Anthony,Comedy,Romance,Sci-Fi,4.5
4710,Dracula: Dead and Loving It,1995,1995,1h 28m,Mel Brooks,1,Mel Brooks,Rudy De Luca,Steve Haberman,Leslie Nielsen,Mel Brooks,Peter MacNicol,Comedy,Fantasy,Horror,5.9
4711,Dream a Little Dream 2,1995,,PG-13PG-13,James Lemmo,1,Daniel Jay Franklin,Mark Sevi,David Weissman,Lou Bonacki,Robert Costanzo,Corey Feldman,Comedy,Fantasy,,3.8
4712,The Dying Rooms,1995,,39m,,1,,,,,,,Documentary,,,7.8
4713,Ebbie,1995,,TV-GTV-G,George Kaczender,1,Paul Redford,Ed Redlich,,Susan Lucci,Wendy Crewson,Ron Lea,Drama,Fantasy,,6.7
4714,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,1995,1h 39m,Christopher Monger,1,Ifor David Monger,Christopher Monger,,Hugh Grant,Tara Fitzgerald,Colm Meaney,Comedy,Drama,Romance,6.6
4715,Empire Records,1995,1995,1h 30m,Allan Moyle,1,Carol Heikkinen,,,Anthony LaPaglia,Debi Mazar,Maxwell Caulfield,Comedy,Drama,Music,6.7
4716,Escape to Witch Mountain,1995,1975,1h 37m,John Hough,1,Robert Malcolm Young,Alexander Key,,Eddie Albert,Ray Milland,Donald Pleasence,Adventure,Family,Fantasy,6.4
4717,Evolver,1995,1995,1h 27m,Mark Rosman,1,Mark Rosman,,,Ethan Embry,Cassidy Rae,Nassira Nicola,Action,Horror,Sci-Fi,5.5
4718,Eyes Beyond Seeing,1995,1995,,,1,,,,,,,Drama,,,7.5
4719,Faces of Death 5,1995,1978,1h 45m,John Alan Schwartz,1,John Alan Schwartz,,,Michael Carr,Samuel Berkowitz,Mary Ellen Brighton,Documentary,Horror,,4.2
4720,Fair Game,1995,2010,1h 48m,Doug Liman,1,Jez Butterworth,John-Henry Butterworth,Joseph Wilson,Naomi Watts,Sean Penn,Sonya Davison,Biography,Drama,Thriller,6.8
4721,Fall Time,1995,1995,1h 28m,Paul Warner,1,Steve Alden,Paul Skemp,,Steve Alden,David Arquette,Stephen Baldwin,Crime,Drama,,5.4
4722,Far from Home: The Adventures of Yellow Dog,1995,1995,1h 21m,Phillip Borsos,1,Phillip Borsos,,,Jesse Bradford,Mimi Rogers,Bruce Davison,Adventure,Family,,6.4
4723,Father of the Bride Part II,1995,1995,1h 46m,Charles Shyer,1,Albert Hackett,Frances Goodrich,Nancy Meyers,Steve Martin,Diane Keaton,Martin Short,Comedy,Family,Romance,6.1
4724,First Knight,1995,1995,2h 14m,Jerry Zucker,1,Lorne Cameron,David Hoselton,William Nicholson,Sean Connery,Richard Gere,Julia Ormond,Action,Adventure,Drama,6.0
4725,Flirt,1995,1938,1h 35m,George Cukor,1,Donald Ogden Stewart,Sidney Buchman,Philip Barry,Katharine Hepburn,Cary Grant,Doris Nolan,Comedy,Romance,,7.8
4726,Fluke,1995,1995,1h 36m,Carlo Carlei,1,James Herbert,Carlo Carlei,James Carrington,Matthew Modine,Nancy Travis,Samuel L. Jackson,Drama,Family,Fantasy,6.7
4727,Forget Paris,1995,1995,1h 41m,Billy Crystal,1,Billy Crystal,Lowell Ganz,Babaloo Mandel,Billy Crystal,Debra Winger,Joe Mantegna,Comedy,Romance,,6.5
4728,Four Rooms,1995,1995,1h 38m,Allison Anders,0,Allison Anders,Alexandre Rockwell,Robert Rodriguez,Tim Roth,Antonio Banderas,Sammi Davis,Comedy,,,6.8
4729,Free Willy 2: The Adventure Home,1995,1995,1h 35m,Dwight H. Little,1,Keith Walker,Karen Janszen,Corey Blechman,Jason James Richter,Michael Madsen,Francis Capra,Adventure,Drama,Family,5.1
4730,French Kiss,1995,1995,1h 51m,Lawrence Kasdan,1,Adam Brooks,,,Meg Ryan,Kevin Kline,Timothy Hutton,Comedy,Drama,Romance,6.6
4731,Friday,1995,1995,1h 31m,F. Gary Gray,1,Ice Cube,DJ Pooh,,Ice Cube,Chris Tucker,Nia Long,Comedy,Drama,,7.3
4732,Friendship's Field,1995,1995,,Bruce Neibaur,1,Bruce Neibaur,,,Kate Maberly,Jonathan Hernandez,Randall King,Drama,Family,,7.0
4733,Frisk,1995,1995,1h 28m,Todd Verow,1,Dennis Cooper,Jim Dwyer,George LaVoo,Michael Gunther,Craig Chester,Michael Stock,Drama,Thriller,,4.9
4734,From the Journals of Jean Seberg,1995,1995,,Mark Rappaport,1,Mark Rappaport,,,Mary Beth Hurt,Jean Seberg,,Documentary,Biography,,7.1
4735,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1995,1973,1h 45m,Fielder Cook,1,E.L. Konigsburg,Blanche Hanalis,,Ingrid Bergman,Sally Prager,Johnny Doran,Family,Drama,Comedy,6.3
4736,Full Body Massage,1995,,RR,Nicolas Roeg,1,Dan Gurskis,,,Mimi Rogers,Bryan Brown,Christopher Burgard,Drama,,,5.5
4737,Funny Bones,1995,1995,2h 8m,Peter Chelsom,1,Peter Chelsom,Peter Flannery,,Jerry Lewis,Oliver Platt,Lee Evans,Comedy,Drama,,6.8
4738,The Gate of Heavenly Peace,1995,,,Richard Gordon,1,Geramie Barmé,John Crowley,,Deborah Amos,Carma Hinton,Edward Stanley,Documentary,News,,8.6
4739,Georgia,1995,,TV-14TV-14,,1,,,,,,,Comedy,,,6.5
4740,Get Shorty,1995,,TV-MATV-MA,,1,,,,,,,Comedy,Crime,,8.2
4741,The Glass Shield,1995,1994,1h 49m,Charles Burnett,1,Charles Burnett,John Eddie Johnson,Ned Welsh,Michael Boatman,Lori Petty,Erich Anderson,Crime,Drama,,6.2
4742,Go Now,1995,,RR,Michael Winterbottom,1,Jimmy McGovern,Paul Henry Powell,,Robert Carlyle,Juliet Aubrey,James Nesbitt,Drama,Romance,Sport,7.2
4743,Gold Diggers: The Secret of Bear Mountain,1995,1995,1h 34m,Kevin James Dobson,1,Barry Glasser,,,Christina Ricci,Anna Chlumsky,Polly Draper,Adventure,Drama,Family,6.0
4744,GoldenEye,1995,1995,2h 10m,Martin Campbell,1,Ian Fleming,Michael France,Jeffrey Caine,Pierce Brosnan,Sean Bean,Izabella Scorupco,Action,Adventure,Thriller,7.2
4745,A Goofy Movie,1995,1995,1h 18m,Kevin Lima,1,Jymn Magon,Chris Matheson,Brian Pimental,Bill Farmer,Jason Marsden,Jim Cummings,Animation,Adventure,Comedy,6.9
4746,Gordy,1995,,,,1,,,,,,,,,,
4747,The Great Mom Swap,1995,,TV-PGTV-PG,Jonathan Prince,1,Maryedith Burrell,,,Shelley Fabares,Hillary Tuck,Valerie Harper,Comedy,,,6.9
4748,Grumpier Old Men,1995,1995,1h 41m,Howard Deutch,1,Mark Steven Johnson,,,Walter Matthau,Jack Lemmon,Ann-Margret,Comedy,Romance,,6.7
4749,Gumby: The Movie,1995,1995,1h 30m,Art Clokey,1,Art Clokey,Gloria Clokey,,Dal McKennon,Art Clokey,Gloria Clokey,Animation,Adventure,Comedy,6.2
4750,Hackers,1995,1995,1h 45m,Iain Softley,1,Rafael Moreu,,,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Crime,Drama,Romance,6.3
4751,Halloween: The Curse of Michael Myers,1995,1995,1h 27m,Joe Chappelle,1,Debra Hill,John Carpenter,Daniel Farrands,Donald Pleasence,Paul Rudd,Marianne Hagan,Horror,Thriller,,4.8
4752,Harrison Bergeron,1995,,RR,Bruce Pittman,1,Kurt Vonnegut Jr.,Arthur Crimm,Jon Glascoe,Sean Astin,Miranda de Pencier,Eugene Levy,Sci-Fi,,,7.3
4753,Haunted,1995,,TV-MATV-MA,,1,,,,,,,Horror,Reality-TV,,4.6
4754,Heat,1995,1995,2h 50m,Michael Mann,1,Michael Mann,,,Al Pacino,Robert De Niro,Val Kilmer,Action,Crime,Drama,8.2
4755,Heavy,1995,1995,1h 45m,James Mangold,1,James Mangold,,,Pruitt Taylor Vince,Liv Tyler,Shelley Winters,Drama,Romance,,6.8
4756,Heavyweights,1995,1995,1h 40m,Steven Brill,1,Judd Apatow,Steven Brill,,Tom McGowan,Aaron Schwartz,Ben Stiller,Comedy,Drama,Family,6.7
4757,Here Come The Munsters,1995,,1h 36m,Robert Ginty,1,Norm Liebmann,Ed Haas,Allan Burns,Edward Herrmann,Veronica Hamel,Robert Morse,Comedy,Horror,Sci-Fi,5.1
4758,Hideaway,1995,1995,1h 46m,Brett Leonard,1,Dean R. Koontz,Andrew Kevin Walker,Neal Jimenez,Jeff Goldblum,Christine Lahti,Alicia Silverstone,Fantasy,Horror,Thriller,5.3
4759,High on Crack Street,1995,,TV-14TV-14,Maryann DeLeo,1,Maryann DeLeo,Richard Farrell,,Dicky Eklund,,,Documentary,,,7.5
4760,Higher Learning,1995,1995,2h 8m,John Singleton,1,John Singleton,,,Omar Epps,Kristy Swanson,Michael Rapaport,Crime,Drama,Thriller,6.5
4761,The Hills Have Eyes III,1995,1995,1h 48m,Joe Gayton,1,Jonathan Craven,Phil Mittleman,,Lance Henriksen,Claire Stansfield,John Diehl,Horror,Sci-Fi,,4.0
4762,Home Movies,1995,,TV-PGTV-PG,,1,,,,,,,Animation,Comedy,Drama,8.1
4763,Home for the Holidays,1995,1995,1h 43m,Jodie Foster,0,Chris Radant,W.D. Richter,,Holly Hunter,Anne Bancroft,Robert Downey Jr.,Comedy,Drama,Romance,6.6
4764,Houseguest,1995,1995,1h 53m,Randall Miller,1,Michael J. Di Gaetano,Lawrence Gay,,Sinbad,Phil Hartman,Kim Greist,Comedy,,,6.0
4765,How to Make an American Quilt,1995,1995,1h 57m,Jocelyn Moorhouse,0,Whitney Otto,Jane Anderson,,Winona Ryder,Ellen Burstyn,Anne Bancroft,Comedy,Drama,Romance,6.3
4766,Howling: New Moon Rising,1995,,RR,Clive Turner,1,Gary Brandner,Clive Turner,,John Ramsden,Ernest Kester,Clive Turner,Horror,,,1.8
4767,The Hunted,1995,2003,1h 34m,William Friedkin,1,David Griffiths,Peter Griffiths,Art Monterastelli,Tommy Lee Jones,Benicio Del Toro,Connie Nielsen,Action,Crime,Drama,6.1
4768,Ice Cream Man,1995,1995,1h 26m,Norman Apstein,1,David Dobkin,Sven Davison,,Clint Howard,Justin Isfeld,Anndi McAfee,Comedy,Horror,Thriller,4.8
4769,The Immortals,1995,2021,53m,Danny Dollase,1,Danny Dollase,Ryan Keating,Zoe Tweedie,Danny Dollase,Kyle Alister Berdin,Zoe Tweedie,Action,,,2.8
4770,In the Mouth of Madness,1995,1994,1h 35m,John Carpenter,1,Michael De Luca,,,Sam Neill,Jürgen Prochnow,Julie Carmen,Drama,Fantasy,Horror,7.2
4771,The Incredibly True Adventure of Two Girls in Love,1995,1995,1h 34m,Maria Maggenti,0,Maria Maggenti,,,Laurel Holloman,Nicole Ari Parker,Maggie Moore,Comedy,Drama,Romance,6.6
4772,The Indian in the Cupboard,1995,1995,1h 36m,Frank Oz,1,Lynne Reid Banks,Melissa Mathison,,Hal Scardino,Litefoot,Lindsay Crouse,Drama,Family,Fantasy,6.0
4773,Indictment: The McMartin Trial,1995,,RR,Mick Jackson,1,Abby Mann,Myra Mann,,James Woods,Mercedes Ruehl,Lolita Davidovich,Drama,Thriller,,7.6
4774,The Infiltrator,1995,2016,2h 7m,Brad Furman,1,Ellen Furman,Robert Mazur,,Bryan Cranston,John Leguizamo,Diane Kruger,Biography,Crime,Drama,7.0
4775,It Takes Two,1995,,,Josef Fares,1,Soni Jorgensen,Josef Fares,,Joseph Balderrama,Annabelle Dowler,Clare Corbett,Adventure,Comedy,Drama,9.3
4776,Jack-O,1995,1995,1h 28m,Steve Latshaw,1,Patrick Moran,Fred Olen Ray,Brad Linaweaver,Linnea Quigley,Maddisen K. Krown,Gary Doles,Horror,,,3.3
4777,Jade,1995,1995,1h 35m,William Friedkin,1,Joe Eszterhas,,,David Caruso,Linda Fiorentino,Chazz Palminteri,Crime,Drama,Thriller,5.3
4778,Jefferson in Paris,1995,1995,2h 19m,James Ivory,1,Ruth Prawer Jhabvala,,,Nick Nolte,Greta Scacchi,Gwyneth Paltrow,Biography,Drama,History,5.7
4779,Jeffrey,1995,1995,1h 32m,Christopher Ashley,1,Paul Rudnick,,,Steven Weber,Michael T. Weiss,Peter Jacobson,Comedy,Drama,,6.8
4780,The Jerky Boys: The Movie,1995,1995,1h 22m,James Melkonian,1,James Melkonian,Rich Wilkes,John G. Brennan,John G. Brennan,Kamal Ahmed,Alan Arkin,Comedy,Crime,,4.8
4781,Johnny Mnemonic,1995,1995,1h 43m,Robert Longo,1,William Gibson,,,Keanu Reeves,Dolph Lundgren,Dina Meyer,Action,Drama,Sci-Fi,5.7
4782,Joseph,1995,,3h 5m,,1,,,,,,,Adventure,Biography,Drama,7.7
4783,Josh Kirby... Time Warrior!,1995,,PGPG,Frank Arnold,1,Paul Callisi,Ethan Reiff,Cyrus Voris,Corbin Allred,Jennifer Burns,Derek Webster,Action,Adventure,Family,5.8
